MCD;S&P;DJ;Wendy;YUM;Starbuck;Coca;Wheat;Oil;Commodity;sugar;Volatilty;War
0;0,0047;0,0031;0,0005;0,0062;0,0044;0,0088;-0,0190;0,0032;-0,0044;-0,0514;-0,0251;0,0000
0;-0,0004;-0,0051;0,0141;0,0011;0,0094;-0,0029;0,0006;-0,0293;-0,0059;-0,0081;0,0045;0,0000
1;-0,0022;-0,0022;-0,0064;0,0041;0,0053;-0,0048;0,0058;-0,0103;-0,0049;-0,0252;0,0417;0,0000
1;0,0088;0,0055;-0,0043;-0,0025;0,0078;0,0171;-0,0148;-0,0062;-0,0036;-0,0016;-0,0099;0,0000
1;0,0010;-0,0018;-0,0111;-0,0014;-0,0087;-0,0017;0,0069;0,0091;-0,0020;0,0128;0,0340;0,0000
0;0,0016;0,0042;0,0059;0,0179;0,0125;0,0042;-0,0191;0,0266;-0,0005;-0,0172;-0,0395;0,0000
1;-0,0023;-0,0001;0,0086;-0,0013;-0,0077;0,0070;-0,0062;0,0038;-0,0023;0,0332;0,0000;0,0000
0;0,0005;0,0026;0,0032;-0,0001;-0,0060;-0,0011;0,0045;-0,0045;-0,0048;-0,0128;-0,0068;0,0000
0;-0,0006;-0,0010;0,0070;0,0024;-0,0064;0,0056;-0,0316;0,0103;-0,0033;-0,0118;-0,0105;0,0000
1;0,0066;0,0103;0,0027;0,0063;0,0103;0,0006;-0,0108;-0,0077;0,0048;-0,0086;-0,0623;0,0000
1;0,0000;-0,0005;0,0222;0,0073;0,0052;0,0015;0,0087;0,0049;-0,0028;0,0087;-0,0049;0,0000
0;0,0035;0,0003;0,0000;0,0056;0,0048;-0,0006;0,0055;-0,0159;0,0041;-0,0117;-0,0433;0,0000
0;-0,0061;-0,0072;-0,0022;-0,0011;-0,0011;0,0026;-0,0033;0,0098;-0,0023;0,0023;0,0417;0,0000
1;0,0010;-0,0032;-0,0121;-0,0037;0,0023;0,0017;-0,0124;-0,0065;0,0005;0,0167;0,0580;0,0000
0;0,0046;0,0015;0,0027;-0,0049;0,0091;-0,0002;-0,0053;0,0209;0,0008;-0,0149;-0,0292;0,0000
1;0,0021;0,0064;0,0122;-0,0009;0,0003;0,0065;-0,0064;0,0158;0,0041;0,0039;-0,0175;0,0000
1;0,0021;0,0015;0,0017;0,0036;0,0008;-0,0084;-0,0005;-0,0058;0,0036;0,0233;0,0128;0,0000
0;0,0000;-0,0030;0,0073;-0,0040;0,0042;-0,0032;0,0151;-0,0019;0,0021;-0,0190;0,0137;0,0000
0;0,0116;0,0127;-0,0039;0,0077;-0,0051;-0,0030;0,0027;0,0161;0,0072;-0,0008;-0,0300;0,0000
0;0,0067;0,0082;0,0119;0,0068;0,0051;0,0060;0,0109;0,0241;-0,0049;0,0112;-0,0640;0,0000
